#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Lower White River Museum 

",55306514,P.O. Box 164057,Little Rock ,AR,72216,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55306514,https://www.urmissionlr.org,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Union Rescue Mission

",55924379,423 Crittenden Street,Arkadelphia ,AR,71923,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924379,https://www.clarkcasa.org/,"DescriptionOffers a domestic violence shelter, a homeless shelter, as well as drug and alcohol rehabilitation programs for members of the community.","DescriptionOffers a domestic violence shelter, a homeless shelter, as well as drug and alcohol rehabilitation programs for members of the community.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of Clark and Pike Counties

",58786240,P.O. Box 87,Scott ,AR,72142,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",58786240,httpss://www.arkansasstateparks.com/plantationagriculturemuseum/,Description   Court Appointed Special Advocates serving abused and neglected children in Clark and Pike Counties until they reach a safe and permanent home.   ,Description   Court Appointed Special Advocates serving abused and neglected children in Clark and Pike Counties until they reach a safe and permanent home.   ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Plantation Agriculture Museum 

",55320650,623 Pine Street,Arkadelphia ,AR,71923,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55320650,N/A,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," First Baptist Church - Arkadelphia

",55924538,2623 South Arch Street,Little Rock ,AR,72206,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924538,N/A,DescriptionChurch that provides a food pantry,DescriptionChurch that provides a food pantry,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," South Temple Church of God In Christ

",57864827,1702 Gaines Street,Little Rock ,AR,72206,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57864827,https://www.gaineshouse.org/,DescriptionThis church provides a food pantry and other community services for area residents in need.,DescriptionThis church provides a food pantry and other community services for area residents in need.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," The Gaines House

",57864824,301 North 23rd Street,Arkadelphia ,AR,71923,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57864824,https://communityfamilyenrichmentcenter.weebly.com/,"DescriptionThe Gaines House is a non-profit transitional living residence for homeless women, 18 or older, who have been treated for a mental, physical, or emotional disability.","DescriptionThe Gaines House is a non-profit transitional living residence for homeless women, 18 or older, who have been treated for a mental, physical, or emotional disability.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Community Family Enrichment Center 

",55785786,3701 Springer Boulevard,Little Rock ,AR,72206,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55785786,httpss://thewatershed1.com/,DescriptionAgency provides a food pantry.,DescriptionAgency provides a food pantry.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," The Watershed

",57667896,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57667896,N/A,DescriptionThis is a faith based agency that provides access to various social services and resources. ,DescriptionThis is a faith based agency that provides access to various social services and resources. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Ouachita River Fellowship

",56116656,201 Roosevelt Road,Little Rock ,AR,72206,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",56116656,https://www.harmonyclinicar.org/,DescriptionProvides food assistance,DescriptionProvides food assistance,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Harmony Health Clinic

",57668375,5500 Geyer Springs Road,Little Rock ,AR,72209,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57668375,https://www.zocalocenter.com,"DescriptionHarmony Health Clinic seeks to understand and serve the health and wellness needs of the medically uninsured and underserved who live in Central Arkansas, by providing access to quality medical care at no cost to these patients in a private, community-based clinic, staffed by volunteer professionals","DescriptionHarmony Health Clinic seeks to understand and serve the health and wellness needs of the medically uninsured and underserved who live in Central Arkansas, by providing access to quality medical care at no cost to these patients in a private, community-based clinic, staffed by volunteer professionals",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," El Zocalo Immigrant Resource Center

",57864828,11800 Vimy Ridge Road,Alexander ,AR,72002,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57864828,https://www.christchurchlittlerock.com,DescriptionAgency is a grassroots organization in Central Arkansas that seeks  to promote a dignified life for immigrants in Arkansas by connecting individuals and families with services and fostering community-wide understanding through education.,DescriptionAgency is a grassroots organization in Central Arkansas that seeks  to promote a dignified life for immigrants in Arkansas by connecting individuals and families with services and fostering community-wide understanding through education.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Christ Church of Alexander

",55456712,6401 Boone Road,Bryant ,AR,72022,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55456712,N/A,DescriptionFaith-based organization that provides community service programs to those in need.,DescriptionFaith-based organization that provides community service programs to those in need.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Bryant Senior Wellness & Activity Center

",56566007,321 Edison Avenue,Benton ,AR,72018,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",56566007,https://www.cadc.com,DescriptionThis agency offers a senior center.,DescriptionThis agency offers a senior center.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Central Arkansas Development Council

",54036751,Donaghey Plaza,Little Rock ,AR,72203,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54036751,https://humanservices.arkansas.gov/Pages/default.aspx,"DescriptionA private nonprofit community agency that provides opportunities for empowerment for individuals, families and communities. ","DescriptionA private nonprofit community agency that provides opportunities for empowerment for individuals, families and communities. ",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Arkansas Department of Human Services

",37048189,3001 West Roosevelt Road,Little Rock ,AR,72204,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",37048189,httpss://www.pulaskicountycasa.org/,"DescriptionState agency that ensures citizens are healthy, safe and enjoying a high quality of life.","DescriptionState agency that ensures citizens are healthy, safe and enjoying a high quality of life.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of Pulaski County

",59021737,1601 Marshall Street,Little Rock ,AR,72216,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",59021737,N/A,DescriptionCourt Appointed Special Advocates serving abused and neglected children in Perry and Pulaski Counties of Arkansas until they reach a safe and permanent home.,DescriptionCourt Appointed Special Advocates serving abused and neglected children in Perry and Pulaski Counties of Arkansas until they reach a safe and permanent home.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Helping Hand of Greater Little Rock, The

",55013359,425 West Capitol Avenue,Little Rock ,AR,72201,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55013359,N/A,"DescriptionAgency provides a food pantry, thrift shop, and limited financial assistance for residents of Central Arkansas.","DescriptionAgency provides a food pantry, thrift shop, and limited financial assistance for residents of Central Arkansas.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Information Network of Arkansas

",50727243,205 East South Street,Benton ,AR,72015,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",50727243,https://www.salinecountycasa.org/,DescriptionAgency provides information about Arkansas on the internet.,DescriptionAgency provides information about Arkansas on the internet.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of Saline County

",59021858,900 West Capitol,Little Rock ,AR,72201,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",59021858,https://adfa.arkansas.gov/,"DescriptionCourt Appointed Special Advocates serving abused and neglected children in Saline County,  Arkansas, until they reach a safe and permanent home.","DescriptionCourt Appointed Special Advocates serving abused and neglected children in Saline County,  Arkansas, until they reach a safe and permanent home.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Arkansas Development Finance Authority

",45112999,Arkansas Department of Education,Little Rock ,AR,72201,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",45112999,https://www.arkansased.gov/divisions/learning-services/special-education,"DescriptionAgency provides low-cost financing for low-to-moderate income housing development, small industries, government, education, public facilities and health care.  It also administers a variety of First Time Homeowners Programs.","DescriptionAgency provides low-cost financing for low-to-moderate income housing development, small industries, government, education, public facilities and health care.  It also administers a variety of First Time Homeowners Programs.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Arkansas Department of Education - Special Education 

",54037189,P.O. Box 1954,Little Rock ,AR,72203,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54037189,https://www.wcfaarkansas.org,"DescriptionWorks in collaboration with Local School Districts, Educational Service Cooperatives, and other State Agencies to ensure that all children with disabilities (ages 3 to 21) in Arkansas receive a Free Appropriate Public Education (FAPE) as outlined in the Individuals with Disabilities Education Act (IDEA). ","DescriptionWorks in collaboration with Local School Districts, Educational Service Cooperatives, and other State Agencies to ensure that all children with disabilities (ages 3 to 21) in Arkansas receive a Free Appropriate Public Education (FAPE) as outlined in the Individuals with Disabilities Education Act (IDEA). ",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Women and Children First

",55924380,PO Box 1100,Benton ,AR,72018,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924380,N/A,"DescriptionProvides crisis intervention, safe shelter, social and legal advocacy and support services for women and their children affected by domestic violence.","DescriptionProvides crisis intervention, safe shelter, social and legal advocacy and support services for women and their children affected by domestic violence.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Saline County Safe Haven, Inc.

",55924364,917 North East Street,Benton ,AR,72015,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924364,https://www.northsidecofc.info/ministries,"DescriptionDomestic Violence Shelter that offers shelter services, advocacy, a weekly support group, and crisis line services.","DescriptionDomestic Violence Shelter that offers shelter services, advocacy, a weekly support group, and crisis line services.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Northside Church of Christ

",55786128,"c/o Arkansas State Parks, 1",Little Rock ,AR,72201,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55786128,httpss://www.arkansasstateparks.com/conwaycemetery/,DescriptionOffers a food pantry.,DescriptionOffers a food pantry.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Conway Cemetery State Park

",55180211,P.O. Box 21066,Little Rock ,AR,72221,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55180211,https://www.pathsaves.org,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Partners Against Trafficking Humans

",56000602,PO Box 25524,Little Rock ,AR,72221,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",56000602,https://thecallinarkansas.org/,"DescriptionAdvocates for females victimized by sex-trafficking, sexual assault and prostitution. ","DescriptionAdvocates for females victimized by sex-trafficking, sexual assault and prostitution. ",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," The CALL in Arkansas

",53130192,5364 Highway 67,Benton ,AR,72015,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",53130192,httpss://experiencevictory.net/home,"DescriptionThe Call educates, equips and encourages the Christian community to provide a future and a hope for children in foster care in Arkansas.","DescriptionThe Call educates, equips and encourages the Christian community to provide a future and a hope for children in foster care in Arkansas.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Victory Baptist Church

",55980510,2301 S. University Avenue,Little Rock ,AR,72204,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55980510,httpss://www.uaex.edu/about-extension/default.aspx,DescriptionAgency is a faith based organization that provides services for the community.,DescriptionAgency is a faith based organization that provides services for the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," U of A Extension Services

",55706622,2600 West Markham Street,Little Rock ,AR,72205,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55706622,https://www.arkansasschoolfortheblind.org,DescriptionAgency provides educational programs and research based information to the people of Arkansas.,DescriptionAgency provides educational programs and research based information to the people of Arkansas.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Arkansas School for the Blind and Visually Impaired

",54037187,1002 South Oak Street,Little Rock ,AR,72204,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54037187,httpss://www.dolr.org/social-service,DescriptionAgency is a school that provides education for blind and visually impaired children.,DescriptionAgency is a school that provides education for blind and visually impaired children.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Abba House

",57699942,3618 West Roosevelt Road,Little Rock ,AR,72204,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57699942,https://www.lrcompassioncenter.org/index.php,"DescriptionA Catholic social services agency that is a shelter for pregnant mothers, their children and homeless women.","DescriptionA Catholic social services agency that is a shelter for pregnant mothers, their children and homeless women.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Little Rock Compassion Center

",57864830,2701 South Elm,Little Rock ,AR,72204,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57864830,https://stfrancishouselr.org/,"DescriptionFaith based agency that provides a homeless shelter for Men, Women and families. This agency also operates a soup kitchen and food pantry.","DescriptionFaith based agency that provides a homeless shelter for Men, Women and families. This agency also operates a soup kitchen and food pantry.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Saint Francis House

",57699954,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57699954,N/A,"DescriptionThe mission of St. Francis House is to provide a means of addressing the diverse, critical needs of the underserved, which are not adequately addressed by others in the community.","DescriptionThe mission of St. Francis House is to provide a means of addressing the diverse, critical needs of the underserved, which are not adequately addressed by others in the community.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Special Olympics Arkansas

",52588565,201 North Elm Street,Jacksonville ,AR,72076,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",52588565,https://www.zocalocenter.com/,DescriptionThe mission of Special Olympics Arkansas is to provide year-round sports training and competition in a variety of sports for all children and adults with disabilities.,DescriptionThe mission of Special Olympics Arkansas is to provide year-round sports training and competition in a variety of sports for all children and adults with disabilities.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Jacksonville Care Channel

",57864826,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57864826,https://eDistrictclubs.org/sites/MD7,DescriptionThis is a faith-based agency that provides a food pantry for area residents in need.,DescriptionThis is a faith-based agency that provides a food pantry for area residents in need.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Lions Clubs - NWA

",50196832,P. O. Box 7365,Little Rock ,AR,72217,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",50196832,https://www.ootwrescue.org,DescriptionAgency is a non-profit organization that seeks to: Empower volunteers to serve their communities Meet humanitarian needs Encourage peace and Promote international understanding,DescriptionAgency is a non-profit organization that seeks to: Empower volunteers to serve their communities Meet humanitarian needs Encourage peace and Promote international understanding,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Out of The Woods Rescue and Referral

",56438962,2417 North Tyler Street,Little Rock ,AR,72207,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",56438962,N/A,DescriptionPet adoption and rescue organization.,DescriptionPet adoption and rescue organization.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Christopher Homes of Arkansas Inc

",60111221,9720 N Rodney Parham Rd,Little Rock ,AR,72227,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",60111221,N/A,DescriptionAgency is a nonprofit human services organization which exists to provide comfortable and affordable housing for the low income elderly or disabled population in the state of Arkansas.The organization manages 588 apartments in its 24 complexes located throughout Arkansas. ,DescriptionAgency is a nonprofit human services organization which exists to provide comfortable and affordable housing for the low income elderly or disabled population in the state of Arkansas.The organization manages 588 apartments in its 24 complexes located throughout Arkansas. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," United Cerebral Palsy of Arkansas 

",54247890,2027 State Park Entrance Road,Bismarck ,AR,71929,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54247890,https://www.degray.com/,DescriptionAgency is a non-profit organization that provides case management and direct services for people with developmental disabilities. ,DescriptionAgency is a non-profit organization that provides case management and direct services for people with developmental disabilities. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," DeGray Lake Resort and Arkansas State Park

",55180331,1200 Catherine Park Road,Hot Springs National Park ,AR,71913,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55180331,httpss://www.arkansasstateparks.com/lakecatherine/,DescriptionAgency is a resort and state park. ,DescriptionAgency is a resort and state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Lake Catherine State Park

",55305930,506 North Grant Street,Cabot ,AR,72023,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55305930,N/A,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Cabot Senior Center

",56566008,PO Box 414,Cabot ,AR,72023,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",56566008,https://www.lcsh.org,DescriptionThis agency offers a senior center.,DescriptionThis agency offers a senior center.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Lonoke County Safe Haven

",55924366,300 Avilla East,Alexander ,AR,72002,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924366,https://www.zionlutheranavilla.org/foodpantry,DescriptionDomestic Violence Shelter,DescriptionDomestic Violence Shelter,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Zion Lutheran Church of Avilla

",55456631,103 Franklin St,Washington ,AR,71862,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55456631,https://www.historicwashingtonstatepark.com/,DescriptionA faith-based agency that provides services to those in their community who are in need.,DescriptionA faith-based agency that provides services to those in their community who are in need.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Historic Washington State Park

",55305860,11901 Pinnacle Valley Road,Little Rock ,AR,72223,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55305860,httpss://www.arkansasstateparks.com/pinnaclemountain/,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Pinnacle Mountain State Park 

",55320639,701 Arkansas Boulevard,Texarkana ,AR,71854,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55320639,https://www.riverviewbehavioralhealth.com/,DescriptionAgency is a state park. ,DescriptionAgency is a state park. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Riverview Behavioral Health

",57864829,424 Spruce St,Texarkana TX 75501 United States,AR,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57864829,N/A,DescriptionPsychiatric and behavioral health care provider.,DescriptionPsychiatric and behavioral health care provider.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Domestic Violence Prevention Inc.

",55924376,1201 Main Street,Texarkana TX 75501 United States,AR,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55924376,httpss://www.casatexarkana.org/,"DescriptionAn organization whose ongoing mission is to break the cycle of violence by providing a safe alternative to a violent home and by providing education, counseling and support services to clients and their children.","DescriptionAn organization whose ongoing mission is to break the cycle of violence by providing a safe alternative to a violent home and by providing education, counseling and support services to clients and their children.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA for Children - 8th South, 8th North,  and 9th West Judicial Districts

",58786237,233 Hobson Avenue,Hot Springs ,AR,71913,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",58786237,N/A,"DescriptionCourt Appointed Special Advocates serving abused and neglected children in Arkansas 8S, 8N and 9W Judicial Districts until they reach a safe and permanent home. ","DescriptionCourt Appointed Special Advocates serving abused and neglected children in Arkansas 8S, 8N and 9W Judicial Districts until they reach a safe and permanent home. ",N/A,N/A
