#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email,Short Code
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Kent County,  Division of Emergency Communications",302-734-6039,911 Public Safety Building,Dover,DE,19901,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 734-6040,https://www.co.kent.de.us,Provides countywide 911 services.,Provides countywide 911 services.,N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Kent County,  Division of Emergency Medical Services",(302) 735-2186,225 Drawyers Drive,Middletown,DE,19709,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 735-2180,https://www.kimberlyscareforu.com,Provides countywide Paramedic services.,Provides countywide Paramedic services.,N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Kimberly's Private Companion Service, LLC",(302) 376-6883,21444 Carmean Way,Georgetown,DE,19947,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 376-6883,https://www.laredhealthcenter.org,"Kimberly's Private Companion Service LLC a 24 hour seven days per week compassionate care support service. Providing all level care services to meet client families needs, from minimum 4 hours to live-in flat rates of 24 hours care support. Private support is rendered by our companions of skilled, highly trained, certified and license nurses. Web site: www.kimberlyscareforu.com","Kimberly's Private Companion Service LLC a 24 hour seven days per week compassionate care support service. Providing all level care services to meet client families needs, from minimum 4 hours to live-in flat rates of 24 hours care support. Private support is rendered by our companions of skilled, highly trained, certified and license nurses. Web site: www.kimberlyscareforu.com",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","La Red Health Center, Georgetown",(302) 855-1020,1340 Middleford Road,Seaford,DE,19973,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 855-1233,https://www.laredhealthcenter.org,"La Red Health Center provides high quality, cost effective, primary and preventive medical care to residents of lower Delaware with an emphasis on serving those who are uninsured, under-insured, or who face other barriers to medical care. La Red Health Center is a Federally Qualified Health Center and services include Women's Health Services: annual gynecological screening (pap smears), pregnancy testing, breastfeeding, family planning; Prenatal Care: routine check-ups, nutrition counseling; Pediatric and Adolescent Services; Adult and Senior Care: sick and well care, diabetes screening and management, cancer screening and education, blood pressure screening and management, physicals; Behavioral Health screening and treatment, oral health servicesÂ and other services.","La Red Health Center provides high quality, cost effective, primary and preventive medical care to residents of lower Delaware with an emphasis on serving those who are uninsured, under-insured, or who face other barriers to medical care. La Red Health Center is a Federally Qualified Health Center and services include Women's Health Services: annual gynecological screening (pap smears), pregnancy testing, breastfeeding, family planning; Prenatal Care: routine check-ups, nutrition counseling; Pediatric and Adolescent Services; Adult and Senior Care: sick and well care, diabetes screening and management, cancer screening and education, blood pressure screening and management, physicals; Behavioral Health screening and treatment, oral health servicesÂ and other services.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","La Red Health Center, Seaford",(302) 628-7756,31039 North Poplar Street,Laurel,DE,19956,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 855-1233,N/A,"Provides primary and preventive medical care to residents of lower Delaware with an emphasis on serving those who are uninsured, under-insured or who face other barriers to medical care. Federally Qualifid Health Center, services include Women's Health Services: annual gynelogic screening (pap smears), pregnancy testing, family planning; Prenatal Care: routine check-ups, nutrition counseling; Pediatric and Adolescent Services; Adult and Senior Services: sick and well care, diabetes screening and management, cancer screening and education, blood pressure screening and management, physicals; Behavioral Health screening and treatment, and other services.","Provides primary and preventive medical care to residents of lower Delaware with an emphasis on serving those who are uninsured, under-insured or who face other barriers to medical care. Federally Qualifid Health Center, services include Women's Health Services: annual gynelogic screening (pap smears), pregnancy testing, family planning; Prenatal Care: routine check-ups, nutrition counseling; Pediatric and Adolescent Services; Adult and Senior Services: sick and well care, diabetes screening and management, cancer screening and education, blood pressure screening and management, physicals; Behavioral Health screening and treatment, and other services.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Laurel State Service Center,302-875-1483,No Physical Site location for Community,Bear,DE,19701,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",302-875-8402,https://www.loveincde.org,"Houses various state and private human service providers including Youth Rehabilitation services, Public Health, Social Services and Vocational Rehabilitation. Services provided by the State Service Center include: Toys for Tots, Community Resource Assistance Services, emergency food closet, FEMA and the RAP (rent deposit program)","Houses various state and private human service providers including Youth Rehabilitation services, Public Health, Social Services and Vocational Rehabilitation. Services provided by the State Service Center include: Toys for Tots, Community Resource Assistance Services, emergency food closet, FEMA and the RAP (rent deposit program)",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Love in the Name of Christ,(302) 221-5683,20468 Coastal Highway,Rehoboth Beach,DE,19971,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 221-5683,https://www.medicalaidwalkincenter.com," Love INC (In the Name of Christ) is an organization made up of local church volunteers to help people in need. *No Financial Assistance*  Volunteers provide communication, companionship, free budget ministry program,Â layette ministry, clothing, food, transportation and visitation to the home bound.Â  The following services are available to the elderly/disabled: house cleaning, snow shoveling, summer lawn cutting, moving heavy items and minor home repair.Â  Non-emergency food may be available (comprehensive intake procedure and referral to a church).Â  Donations Love INC accepts donated used furniture, household items for needy clients. These donations must be in good condition.Â  Arrangements for furniture pick-ups can be made.Â  However, some household items are no longer accepted (e.g. formal dining room sets, 36"" or larger TVs, etc.). Please call for more detail.Â  Volunteers fromÂ church will arrange FREE pick up/delivery of donations. (tax receipt available)  Those in need of used furniture and household items must have a social worker or case manager call with a referral."," Love INC (In the Name of Christ) is an organization made up of local church volunteers to help people in need. *No Financial Assistance*  Volunteers provide communication, companionship, free budget ministry program,Â layette ministry, clothing, food, transportation and visitation to the home bound.Â  The following services are available to the elderly/disabled: house cleaning, snow shoveling, summer lawn cutting, moving heavy items and minor home repair.Â  Non-emergency food may be available (comprehensive intake procedure and referral to a church).Â  Donations Love INC accepts donated used furniture, household items for needy clients. These donations must be in good condition.Â  Arrangements for furniture pick-ups can be made.Â  However, some household items are no longer accepted (e.g. formal dining room sets, 36"" or larger TVs, etc.). Please call for more detail.Â  Volunteers fromÂ church will arrange FREE pick up/delivery of donations. (tax receipt available)  Those in need of used furniture and household items must have a social worker or case manager call with a referral.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Medical Aid Center,(302) 227-7884,13 Southwest Front Street,Milford,DE,19963,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 227-2774,N/A,Walk-in emergency clinic for non-threatening injuries or ailments.ÃÂ   The center has an in-house pharmacy and in-house lab.,Walk-in emergency clinic for non-threatening injuries or ailments.ÃÂ   The center has an in-house pharmacy and in-house lab.,N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Milford State Service Center,(302) 424-5311,1121 Forrest Avenue,Dover,DE,19904,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 424-7230,https://www.modern-maturity.org,"Houses various state and private human service providers including Division of Public Health (specialized clinics), Division of Social Services, TASC, Division of Services for Aging and Disabled Adults, Division of Family Services, Division for the Visually Impaired,Â Victim Services Program,Â Division of Youth Rehabilitation Services, Division of Child Mental Health, Welfare Fraud Unit, Medicaid Program and Child Development WATCH program. State Service Center services include: emergency assistance, child dental transporation, holiday baskets, Toys for Tots and RAP (rent deposit program). Emergency Food Available at 13 Southwest Front Street: walk-ins only Monday- Friday 9am - 4pm.","Houses various state and private human service providers including Division of Public Health (specialized clinics), Division of Social Services, TASC, Division of Services for Aging and Disabled Adults, Division of Family Services, Division for the Visually Impaired,Â Victim Services Program,Â Division of Youth Rehabilitation Services, Division of Child Mental Health, Welfare Fraud Unit, Medicaid Program and Child Development WATCH program. State Service Center services include: emergency assistance, child dental transporation, holiday baskets, Toys for Tots and RAP (rent deposit program). Emergency Food Available at 13 Southwest Front Street: walk-ins only Monday- Friday 9am - 4pm.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Modern Maturity Center,(302) 674-1265,1624 Jessup Street,Wilmington,DE,19802,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 734-1200,https://www.state.de.us/dhss/dssc/northeas.htm,"Provides the following services for older adults throughout Kent County: telephone reassurance; employment training services; congregate and homebound meals through the Manna Nutrition Program (see separate listing); adult daycare; Painted Star Gifts; Golden Eagle Boutique; Care Giver Resource Center; Retired Senior Volunteer Program (RSVP); Early Memory Loss Program, educational, recreational, wellness, and aquatic programs. Transportation available.","Provides the following services for older adults throughout Kent County: telephone reassurance; employment training services; congregate and homebound meals through the Manna Nutrition Program (see separate listing); adult daycare; Painted Star Gifts; Golden Eagle Boutique; Care Giver Resource Center; Retired Senior Volunteer Program (RSVP); Early Memory Loss Program, educational, recreational, wellness, and aquatic programs. Transportation available.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Northeast State Service Center,302-577-3114,705 North Street Extension,Milford,DE,19963,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",302-552-3500,https://www.nursesnkids.com,"State service center services include: emergency assistance, holiday baskets, Toys for Tots, Community Resource Assistance, dental transportation for children. ","State service center services include: emergency assistance, holiday baskets, Toys for Tots, Community Resource Assistance, dental transportation for children. ",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Nurses 'n Kids Medical Day Care-Kent/Sussex County,(302) 424-4938,904 Churchmans Road Extension,New Castle,DE,19720,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 424-1770,https://www.nursesnkids.com,"Nurses n' Kids Medical Day Care for Children is dedicated to caring for infants and children with medical, developmental, nutritional and technology dependent needs...special needs children.Â Nurses n' Kids has 2 Child Care Centers in Delaware with excellent programs designed to offer the best care for children with acute & chronic medical needs, developmental delays and nutritional deficiencies.Infants & children may attend Nurses n' Kids full or part time. Nurses n' Kids Pediatric Programs include: Medical Day Care, Before & After School/School Break, Summer Care, Nutritional Therapy, Respite, Transportation. Also, Traditional/Inclusive Child Care (Milford) Nurses n' Kids Pediatric Team includes: Nurses, Dietitians, Physical Therapists, Occupational Therapists and Speech Therapists.","Nurses n' Kids Medical Day Care for Children is dedicated to caring for infants and children with medical, developmental, nutritional and technology dependent needs...special needs children.Â Nurses n' Kids has 2 Child Care Centers in Delaware with excellent programs designed to offer the best care for children with acute & chronic medical needs, developmental delays and nutritional deficiencies.Infants & children may attend Nurses n' Kids full or part time. Nurses n' Kids Pediatric Programs include: Medical Day Care, Before & After School/School Break, Summer Care, Nutritional Therapy, Respite, Transportation. Also, Traditional/Inclusive Child Care (Milford) Nurses n' Kids Pediatric Team includes: Nurses, Dietitians, Physical Therapists, Occupational Therapists and Speech Therapists.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Nurses 'n Kids, Medical Day Care-New Castle County",(302) 323-1173,509 West 8th Street,Wilmington,DE,19801,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 323-1118,https://www.state.de.us/dhss/dssc/porter.htm,"   Nurses n' Kids Medical Day Care for Children is dedicated to caring for infants and children with medical, developmental, nutritional and technology dependent needs...special needs children.Â Nurses n' Kids has 2 Child Care Centers in Delaware with excellent programs designed to offer the best care for children with acute & chronic medical needs, developmental delays and nutritional deficiencies.			Infants & children may attend Nurses n' Kids full or part time. Nurses n' Kids Pediatric Programs include: Medical Day Care, Before & After School/School Break, Summer Care, Nutritional Therapy, Respite, Transportation. Also, Traditional/Inclusive Child Care (Milford) Nurses n' Kids Pediatric Team includes: Nurses, Dietitians, Physical Therapists, Occupational Therapists and Speech Therapists.  ","   Nurses n' Kids Medical Day Care for Children is dedicated to caring for infants and children with medical, developmental, nutritional and technology dependent needs...special needs children.Â Nurses n' Kids has 2 Child Care Centers in Delaware with excellent programs designed to offer the best care for children with acute & chronic medical needs, developmental delays and nutritional deficiencies.			Infants & children may attend Nurses n' Kids full or part time. Nurses n' Kids Pediatric Programs include: Medical Day Care, Before & After School/School Break, Summer Care, Nutritional Therapy, Respite, Transportation. Also, Traditional/Inclusive Child Care (Milford) Nurses n' Kids Pediatric Team includes: Nurses, Dietitians, Physical Therapists, Occupational Therapists and Speech Therapists.  ",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Porter State Service Center,302-777-2801,568 Milford-Harrington Highway,Milford,DE,19963,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",302-777-2800 ext 1,N/A,"Houses several state and private human service providers including Public Health Clinics, STD counseling & testing and Social Services. State Service Center services include: Community Resource Assistance Services, Toys for Tots, holiday baskets, emergency assistance.Â  Porter State Service Center has food in stock for those in need of emergency food and provides referrals to area food closets. (Furnace Replacement & Repair Program)","Houses several state and private human service providers including Public Health Clinics, STD counseling & testing and Social Services. State Service Center services include: Community Resource Assistance Services, Toys for Tots, holiday baskets, emergency assistance.Â  Porter State Service Center has food in stock for those in need of emergency food and provides referrals to area food closets. (Furnace Replacement & Repair Program)",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","PrimeCare Medical Transport, LLC.",(302) 422-1082,34314 Pyle Center Road,Frankford,DE,19945,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 422-0900,https://www.state.de.us/dhss/dssc/pyle.htm,"Ambulance Services, Inc. provides 911 emergency service in Dover and non-emergency medical transportation statewide. 24-hour notice is required for non-emergency transportation. *Wheelchair van service available. ","Ambulance Services, Inc. provides 911 emergency service in Dover and non-emergency medical transportation statewide. 24-hour notice is required for non-emergency transportation. *Wheelchair van service available. ",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Pyle State Service Center,302-732-9514,1220 Capitol Trail,Newark,DE,19711,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",302-732-1700,https://stfrancishealthcare.org/center-of-hope/,"Houses various state and non-profit human service agencies/organizations. Service providers include: social services, public health clinics, family services, Cheer, and Child Development. Pyle State Service Center offers the following services to the community: child dental, holiday programs, Nemours, Community Resource Assistance and food closet (emergency only) Furnace Replacement and Repair Program.","Houses various state and non-profit human service agencies/organizations. Service providers include: social services, public health clinics, family services, Cheer, and Child Development. Pyle State Service Center offers the following services to the community: child dental, holiday programs, Nemours, Community Resource Assistance and food closet (emergency only) Furnace Replacement and Repair Program.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Saint Francis Healthcare Services, Saint Francis Center of Hope",(302) 369-6514,Saint  Francis Hospital,Wilmington,DE,19805,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 369-9370,https://stfrancishealthcare.org/st-clare-medical-outreach-van/,Outreach of the Family Practice Residency Program at St. Francis Hospital.  Physicians are Instructors in the Residency Program.  Emphasis is on preventive medicine and on the individual's responsibility for learning how to take care of his/herself.  Effort is also made to help patients from other countries enter the mainstream in the U.S.  Staff speaks Spanish.,Outreach of the Family Practice Residency Program at St. Francis Hospital.  Physicians are Instructors in the Residency Program.  Emphasis is on preventive medicine and on the individual's responsibility for learning how to take care of his/herself.  Effort is also made to help patients from other countries enter the mainstream in the U.S.  Staff speaks Spanish.,N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Saint Francis Healthcare, Saint Clare Medical Outreach Van",(302) 575-8266,"726 Yorklyn Road, Suite 410",Hockessin,DE,19707,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 575-8218,https://www.seniorhelpers.com,"Mobile van staffed by a doctor, a registered nurse and one assistant rotates to different locations in Wilmington to serve homeless and those in need of medical care.  This unit gives basic medical care to those in need. Program is run in co-sponsorship with Ministry of Caring.  There is a daily rotating schedule.","Mobile van staffed by a doctor, a registered nurse and one assistant rotates to different locations in Wilmington to serve homeless and those in need of medical care.  This unit gives basic medical care to those in need. Program is run in co-sponsorship with Ministry of Caring.  There is a daily rotating schedule.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Senior Helpers,(302) 234-1364,350 Virginia Avenue,Seaford,DE,19973,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 234-1274,https://www.state.de.us/dhss/dssc/shipley.htm,"Senior Helpers has been specializing in providing professional personal care and companion care to seniors who desire to maintain their independence at home. Assistance includes light housekeeping, meal planning and preparation, Alzheimer's care, bathing, incontinence care and many more non-medical services. Based on the needs of our clients, we customize each caregiver/client relationship to ensure the finest compassionate and individualized one-on-one care available. Services can be offered for a few hours at a time up to 24/7 and live-in. All caregivers are licensed, bonded and insured and under the supervision of registered nurses.","Senior Helpers has been specializing in providing professional personal care and companion care to seniors who desire to maintain their independence at home. Assistance includes light housekeeping, meal planning and preparation, Alzheimer's care, bathing, incontinence care and many more non-medical services. Based on the needs of our clients, we customize each caregiver/client relationship to ensure the finest compassionate and individualized one-on-one care available. Services can be offered for a few hours at a time up to 24/7 and live-in. All caregivers are licensed, bonded and insured and under the supervision of registered nurses.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Shipley State Service Center,(302) 628-6701,N/A,N/A,N/A,N/A,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 628-6700,N/A,"Houses various state and private human service providers including Public Health Clinics, social services, Div of Family Services, People's Place II & Parole. State Service Center services include: Community Resource Assistance, emergency assistance, holiday baskets, Toys for Tots & RAP (rent deposit program) Furnace Replacement and Repair Program.","Houses various state and private human service providers including Public Health Clinics, social services, Div of Family Services, People's Place II & Parole. State Service Center services include: Community Resource Assistance, emergency assistance, holiday baskets, Toys for Tots & RAP (rent deposit program) Furnace Replacement and Repair Program.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Smyrna State Service Center,(302) 514-4500,546 South Bedford Street,Georgetown,DE,19947,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 514-4500,https://www.state.de.us/dhss/dssc/gtown.htm,"Clients can access many services available through DHSS including: Women, Infants, and Children (WIC) program; food stamps; Temporary Assistance for Needy Families (TANF) benefits/employment & training supports, and child care assistance from the Division of Social Services; Long Term Care medical and regular Medicaid assistance, including the State Children's Healthcare Insurance Program (CHIP), and prescription assistance from the Division of Medicaid & Medical Assistance; and from the Division of State Service Centers, assistance with a variety of types of utility bills (e.g., electric, gas, water/sewer),Â  fuel oil help through Low Income Home Energy Assistance Program (LIHEAP), emergency food assistance, and supports from the Adopt-a-Family program .","Clients can access many services available through DHSS including: Women, Infants, and Children (WIC) program; food stamps; Temporary Assistance for Needy Families (TANF) benefits/employment & training supports, and child care assistance from the Division of Social Services; Long Term Care medical and regular Medicaid assistance, including the State Children's Healthcare Insurance Program (CHIP), and prescription assistance from the Division of Medicaid & Medical Assistance; and from the Division of State Service Centers, assistance with a variety of types of utility bills (e.g., electric, gas, water/sewer),Â  fuel oil help through Low Income Home Energy Assistance Program (LIHEAP), emergency food assistance, and supports from the Adopt-a-Family program .",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",Thurman Adams State Service Center,302-515-3000,28350 Lewes Georgetown Highway,Milton,DE,19968,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",302-515-3000,https://www.visitingangels.com/sussexde,"Houses various state and private human service providers including social services, Youth Rehabilitation Services, Child Mental Health, Special Olympics, Foster Grandparents Program, Retired Senior Volunteer Program, Public Health, Mental Health, Dept. of Corrections, Human Relations, Div of Family Services and Sussex County Senior Services. State Service Center services include emergency assistance, holiday food baskets, Toys for Tots, children dental transportation, Community Resource Assistance Services & RAP (rent program) Thurman Adams State Service Center has food in stock for those in need of emergency food. (FurnaceÃÂ Replacement and Repair Program)","Houses various state and private human service providers including social services, Youth Rehabilitation Services, Child Mental Health, Special Olympics, Foster Grandparents Program, Retired Senior Volunteer Program, Public Health, Mental Health, Dept. of Corrections, Human Relations, Div of Family Services and Sussex County Senior Services. State Service Center services include emergency assistance, holiday food baskets, Toys for Tots, children dental transportation, Community Resource Assistance Services & RAP (rent program) Thurman Adams State Service Center has food in stock for those in need of emergency food. (FurnaceÃÂ Replacement and Repair Program)",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Visiting Angels of Sussex Delaware, Senior/Disabled Adult Home Care",866-606-3460,404 Fox Hunt Drive,Bear,DE,19701,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",302-329-9475,https://www.westsidehealth.org,"We provide services to help seniors and disabled adults remain independent and safe in their own homes. Caregivers can do light housekeeping, prepare meals, assist with hygiene, run errands, take client to appointments, shopping or out for activities.","We provide services to help seniors and disabled adults remain independent and safe in their own homes. Caregivers can do light housekeeping, prepare meals, assist with hygiene, run errands, take client to appointments, shopping or out for activities.",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Westside Family Healthcare, Bear",302-918-3219,1020 Forrest Avenue,Dover,DE,19904,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",302-836-2864,https://www.westsidehealth.org/,"Westside Family Healthcare provides quality health care for the entire family. This includes: family medical care for all ages, from baby to adult; women's health services: prenatal and maternity care, family planning and gynecological care, women's health van-on-site mammography; disease management and prevention-cancer, diabetes, HIV; adolescent health services through ARC; dental care; podiatry care; and low cost medication. Westside Family Healthcare staff speak both English and Spanish. (there are currently 5 locations in Wilmington, Bear, Newark and Dover)","Westside Family Healthcare provides quality health care for the entire family. This includes: family medical care for all ages, from baby to adult; women's health services: prenatal and maternity care, family planning and gynecological care, women's health van-on-site mammography; disease management and prevention-cancer, diabetes, HIV; adolescent health services through ARC; dental care; podiatry care; and low cost medication. Westside Family Healthcare staff speak both English and Spanish. (there are currently 5 locations in Wilmington, Bear, Newark and Dover)",N/A,N/A,
Delaware,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services","Westside Family Healthcare, Dover",302-678-2292,27 Marrows Road,Newark,DE,19713,"Medical Care ,Emergency Medical Care ,Pediatric Evaluation,Rehabilitation Services, Health Suppotive Services",(302) 678-4622,https://www.westsidehealth.org,"Westside Family Healthcare provides quality health care for the entire family. This includes: family medical care for all ages, from baby to adult; women's health services: prenatal and maternity care, family planning and gynecological care, women's health van-on-site mammography; disease management and prevention-cancer, diabetes, HIV; mental health care; podiatry care; dental care, and low cost medications. Westside Family Healthcare staff speak both English and Spanish.","Westside Family Healthcare provides quality health care for the entire family. This includes: family medical care for all ages, from baby to adult; women's health services: prenatal and maternity care, family planning and gynecological care, women's health van-on-site mammography; disease management and prevention-cancer, diabetes, HIV; mental health care; podiatry care; dental care, and low cost medications. Westside Family Healthcare staff speak both English and Spanish.",N/A,N/A,
